Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
46830,4587,21.0164,0.00112251,0.0228908,7919,21.7345,0.371278,0.0207097
46831,4932,21.0164,0.00113505,0.0168289,8317,21.8069,0.367093,0.020921
46832,4895,21.0164,0.0010973,0.0198161,8278,21.7456,0.364693,0.0198115
46833,5258,21.0164,0.00107791,0.0213009,9156,21.735,0.374307,0.0184578
46834,4784,21.0164,0.00114455,0.0181856,8026,21.7482,0.361383,0.0220533
46835,4687,21.0164,0.00121191,0.0219757,7989,21.736,0.367852,0.0200275
46836,4806,21.0164,0.00109474,0.0218477,8056,21.7751,0.363284,0.0209782
46837,4619,21.0164,0.00121436,0.0199177,7979,21.7388,0.373077,0.0219326
46838,4931,21.0164,0.00117311,0.0225106,8413,21.7689,0.371064,0.018305
46839,4876,21.0164,0.00118455,0.019073,8429,21.7463,0.373252,0.018033
46840,5484,21.0163,0.00103154,0.0169584,9510,21.8154,0.376333,0.0169295
46841,4712,21.0164,0.00121754,0.0186757,8101,21.7304,0.370319,0.0209851
46842,5456,21.0163,0.0010146,0.0183284,9235,21.787,0.36763,0.0201408
46843,4684,21.0164,0.00117253,0.0236977,7846,21.7909,0.364873,0.0196278
46844,5053,21.0164,0.00113793,0.0203839,8484,21.8437,0.366091,0.0207449
46845,4928,21.0164,0.00116442,0.0190747,8273,21.8835,0.369529,0.0189774
46846,5034,21.0164,0.0010666,0.0184744,8628,21.7505,0.368446,0.020051
46847,4837,21.0164,0.00113761,0.0188133,8129,21.8066,0.366161,0.0194366
46848,4763,21.0164,0.00118621,0.0205753,8249,21.7366,0.372067,0.0204873
46849,4900,21.0164,0.0011243,0.0216327,8349,21.7332,0.367708,0.0195233
46850,5087,21.0164,0.0011093,0.0229998,8742,21.7478,0.371161,0.0202471
46851,4745,21.0164,0.00110523,0.0185458,8120,21.7456,0.367692,0.0192118
46852,4438,21.0164,0.00125246,0.0198288,7698,21.7358,0.375141,0.0192258
46853,4750,21.0164,0.00113094,0.0218947,8184,21.8722,0.379034,0.0175953
46854,12271,31.016,0.000437488,0.0,23571,44.8955,0.474656,0.0025455
46855,12081,31.016,0.000422905,0.0,22846,45.0112,0.487101,0.00372056
46856,12530,31.016,0.000408024,0.0,23929,44.9732,0.478083,0.00355218
46857,11416,31.016,0.000458294,0.0,21734,44.5785,0.485814,0.00317475
46858,14353,31.016,0.000375033,0.0,27632,44.9431,0.471392,0.00202664
46859,13392,31.016,0.00039288,0.0,25746,44.9958,0.474647,0.00372873
46860,14659,31.016,0.00035077,0.0,28273,45.2223,0.468249,0.00187458
46861,12461,31.016,0.000401822,0.0,23713,45.1185,0.476665,0.00316282
46862,12820,31.016,0.00040016,0.0,24374,44.8392,0.476688,0.00246164
46863,13302,31.016,0.000388583,0.0,25694,44.9258,0.473911,0.00194598
46864,15530,31.016,0.000339336,0.0,29742,45.0088,0.467494,0.00242082
46865,13723,31.016,0.000384376,0.0,26436,45.0001,0.476115,0.00291269
46866,14282,31.016,0.000369119,0.0,27495,44.8725,0.46801,0.0020731
46867,14645,31.016,0.000369493,0.0,27996,44.7287,0.469288,0.00207172
46868,14486,31.016,0.000356064,0.0,27690,44.5699,0.46904,0.00162514
46869,13131,31.016,0.000392369,0.0,25368,44.8084,0.474764,0.0026017
46870,11270,31.016,0.000443255,0.0,21349,44.863,0.488751,0.00365357
46871,12689,31.016,0.000410231,0.0,24060,44.9587,0.477984,0.00232751
46872,13058,31.016,0.000391322,0.0,24790,44.876,0.473089,0.00338846
46873,13607,31.016,0.000357539,0.0,26252,45.0659,0.473092,0.00350449
46874,16297,31.016,0.000339539,0.0,31401,45.0787,0.461664,0.00302538
46875,13354,31.016,0.00039399,0.0,25352,44.7531,0.469417,0.0040628
46876,14075,31.016,0.000365385,0.0,26791,44.8638,0.470625,0.00253817
46877,11197,31.016,0.000442132,0.0,21144,45.0074,0.487245,0.00482406
