Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
31220,8722,11.0177,0.000671898,0.00951617,15494,27.7901,0.464962,0.00948754
31221,7921,11.0177,0.000713624,0.011236,14115,27.8175,0.47007,0.0100602
31222,8462,11.0177,0.000680685,0.00921768,15233,28.0795,0.469676,0.00938751
31223,8067,11.0177,0.000747729,0.0114045,14269,27.4903,0.474538,0.0106525
31224,7612,11.0177,0.000773281,0.00985286,13609,28.2538,0.471876,0.0102138
31225,8343,11.0177,0.000693395,0.00922929,14928,28.1159,0.463625,0.00978028
31226,8090,11.0177,0.000762003,0.0111248,14298,27.8388,0.466318,0.0103511
31227,8570,11.0177,0.0006625,0.0110852,15333,27.9128,0.463169,0.00919585
31228,9037,11.0177,0.000681597,0.00973774,16190,27.7113,0.46227,0.00920321
31229,7771,11.0177,0.000765952,0.0102947,13963,27.3625,0.473371,0.0108859
31230,7976,11.0177,0.000728558,0.00814945,14258,27.878,0.463419,0.0101697
31231,7786,11.0177,0.000789358,0.00847675,13600,27.7994,0.467747,0.0105882
31232,7306,11.0178,0.000850998,0.0124555,12892,27.6694,0.470034,0.0107819
31233,7778,11.0177,0.000738741,0.00964258,14010,28.0692,0.461552,0.010207
31234,8793,11.0177,0.000659839,0.0116001,15716,27.6471,0.462749,0.00903538
31235,8000,11.0177,0.000740336,0.011125,14265,27.6389,0.465423,0.0107256
31236,8174,11.0177,0.000726707,0.0107658,14545,27.7641,0.468872,0.00990031
31237,8810,11.0177,0.000721542,0.0091941,15721,27.7615,0.46491,0.00909611
31238,8255,11.0177,0.000731216,0.0106602,14578,27.8434,0.46361,0.0100837
31239,7667,11.0178,0.000806487,0.010956,13679,27.7045,0.473536,0.0115506
31240,8744,11.0177,0.000676554,0.00994968,15524,27.8988,0.464285,0.00934038
31241,7425,11.0178,0.000843056,0.0103704,13519,27.8394,0.464525,0.00909831
31242,8026,11.0177,0.000753055,0.0100922,14312,27.9417,0.458169,0.00992174
31243,7809,11.0177,0.000713359,0.0096043,14056,27.8881,0.4676,0.00981787
