Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
37910,1875,61.017,0.00282899,0.0256,3225,61.7942,0.390413,0.0189147
37911,1689,61.017,0.00290711,0.0219065,2842,61.7742,0.379921,0.0242787
37912,1528,61.0171,0.00321034,0.020288,2602,61.7616,0.378922,0.0238278
37913,1441,61.0173,0.00349234,0.0201249,2458,61.7594,0.381924,0.0219691
37914,1730,61.017,0.00284763,0.0242775,2959,61.7855,0.385115,0.0202771
37915,2134,61.0167,0.00236456,0.024836,3663,61.8002,0.389795,0.015834
37916,1721,61.017,0.00300958,0.0255665,2933,62.004,0.399165,0.0214797
37917,1558,61.0172,0.00338628,0.0198973,2648,61.7936,0.38867,0.0188822
37918,1802,61.017,0.00298701,0.0172031,3023,61.7775,0.379718,0.0215018
37919,1375,61.0173,0.00357117,0.0210909,2369,61.7604,0.389238,0.024905
37920,1683,61.0171,0.00320454,0.0178253,2878,61.8031,0.389812,0.0201529
37921,1818,61.017,0.00297725,0.0209021,3167,62.0196,0.410107,0.0164193
37922,1620,61.0171,0.00308709,0.0154321,2751,61.7646,0.379124,0.0258088
37923,1722,61.0171,0.00307104,0.0226481,2937,61.7792,0.385488,0.0207695
37924,1563,61.0171,0.00313753,0.021753,2646,61.7511,0.376839,0.0226757
37925,1849,61.0169,0.00264782,0.0178475,3111,61.811,0.38336,0.021215
37926,1747,61.0171,0.00309853,0.022324,2983,61.7913,0.388119,0.0194435
37927,1594,61.0171,0.00306757,0.0181932,2731,61.7791,0.387524,0.0208715
37928,1924,61.0169,0.00267287,0.0181913,3321,61.8155,0.388941,0.0174646
37929,1531,61.0172,0.00328212,0.0209014,2630,61.7563,0.388641,0.0220532
37930,1595,61.0171,0.00314188,0.0175549,2718,61.7749,0.382989,0.0220751
37931,1600,61.0172,0.00338311,0.02,2774,61.8382,0.400154,0.0173035
37932,1965,61.0169,0.00267275,0.016285,3462,61.8049,0.398548,0.013576
37933,1681,61.0171,0.00305537,0.0178465,2901,61.7614,0.385263,0.0199931
37934,20333,71.0157,0.00029308,0.0,40597,78.3053,0.496321,0.0
37935,17623,71.0157,0.000340512,0.0,34988,78.3914,0.489663,0.000200069
37936,14525,71.0158,0.000408013,0.0,28605,78.2077,0.518474,0.00202762
37937,17130,71.0157,0.000346221,0.0,33932,78.4782,0.49946,8.84e-05
37938,20325,71.0157,0.000295447,0.0,40581,78.5156,0.490074,0.0
37939,19146,71.0157,0.000311928,0.0,38130,78.3021,0.501382,5.25e-05
37940,17753,71.0157,0.00032952,0.0,35287,78.3389,0.498906,5.67e-05
37941,19436,71.0157,0.000306175,0.0,38711,78.2148,0.499891,5.17e-05
37942,17768,71.0157,0.000335923,0.0,35284,78.1283,0.499786,0.000623512
37943,18654,71.0157,0.000315664,0.0,37145,78.373,0.489335,0.000619195
37944,17709,71.0157,0.000324816,0.0,35257,78.1905,0.500973,0.00221233
37945,18989,71.0157,0.000316149,0.0,37783,78.0801,0.489752,0.000132335
37946,20301,71.0157,0.000295997,0.0,40533,78.2087,0.492737,0.0
37947,18144,71.0157,0.000328142,0.0,36032,78.1804,0.503075,0.000166519
37948,17685,71.0157,0.000332189,0.0,35125,78.2333,0.498442,0.000256228
37949,18071,71.0157,0.000330038,0.0,35895,78.2059,0.494127,5.57e-05
37950,12434,71.0158,0.000483827,0.0,24491,78.2323,0.524862,0.00224572
37951,18414,71.0157,0.000323785,0.0,36694,78.1263,0.491392,5.45e-05
37952,20333,71.0157,0.000294963,0.0,40597,78.3732,0.49518,0.0
37953,16158,71.0157,0.000366511,0.0,32131,78.216,0.497002,6.22e-05
37954,18899,71.0157,0.000314415,0.0,37647,78.1972,0.497606,2.66e-05
37955,18135,71.0157,0.000335921,0.0,36015,78.243,0.499392,5.55e-05
37956,16093,71.0157,0.000373993,0.0,31936,77.8583,0.507214,0.00269289
37957,17455,71.0157,0.000344209,0.0,34674,78.328,0.496769,0.00023072
37958,14830,71.0157,0.000399217,0.0,29447,77.8122,0.504184,0.0030903
37959,20314,71.0157,0.000293865,0.0,40559,78.489,0.49672,0.0
37960,20291,71.0157,0.000298646,0.0,40513,78.417,0.486617,0.0
37961,18545,71.0157,0.000314558,0.0,36977,78.0183,0.50173,0.00192011
37962,14904,71.0157,0.000397535,0.0,29381,78.0745,0.507155,0.000510534
37963,17975,71.0157,0.000330459,0.0,35706,78.0602,0.500087,8.4e-05
37964,15411,71.0157,0.000383307,0.0,30653,78.1301,0.508226,6.52e-05
37965,16677,71.0157,0.000351328,0.0,33216,78.048,0.496134,0.000782755
37966,19228,71.0157,0.000312943,0.0,38299,78.122,0.492929,2.61e-05
37967,16476,71.0157,0.000357346,0.0,32650,78.1975,0.501129,0.00137825
37968,17839,71.0157,0.000335108,0.0,35341,78.2592,0.490991,0.00019807
37969,16858,71.0157,0.000353231,0.0,33379,78.0663,0.511187,0.000149795
37970,16308,71.0157,0.000372895,0.0,32294,77.9471,0.503719,0.000185793
37971,15795,71.0157,0.000359559,0.0,31523,77.9733,0.497946,3.17e-05
37972,19133,71.0157,0.000310457,0.0,38105,78.3105,0.503081,5.25e-05
37973,17957,71.0157,0.000330927,0.0,35627,78.0678,0.498503,0.000168412
37974,15648,71.0157,0.000385434,0.0,30977,78.2799,0.500981,0.000225974
37975,16678,71.0157,0.000358715,0.0,33007,78.2929,0.503217,0.000818008
37976,19194,71.0157,0.000312565,0.0,38236,78.1953,0.498462,2.62e-05
37977,18229,71.0157,0.000328833,0.0,36202,78.3073,0.496009,0.000110491
37978,16450,71.0157,0.000369506,0.0,32548,78.4487,0.506221,0.000245791
