Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
40140,22423,61.0154,0.000282675,0.0,44712,67.0041,0.469726,0.00131956
40141,23828,61.0154,0.000272982,0.0,47590,66.9368,0.474552,0.0
40142,23597,61.0154,0.00027088,0.0,47127,67.0134,0.466397,0.0
40143,22706,61.0154,0.00027921,0.0,45255,66.7855,0.472431,2.21e-05
40144,22735,61.0154,0.000274272,0.0,45319,66.8118,0.467443,2.21e-05
40145,23843,61.0154,0.000269585,0.0,47625,66.8525,0.475455,0.0
40146,23828,61.0154,0.000273731,0.0,47590,66.7466,0.471052,0.0
40147,23843,61.0154,0.000269912,0.0,47625,66.8377,0.466232,0.0
40148,21933,61.0154,0.000291528,0.0,43762,66.8496,0.480381,0.00162241
40149,23873,61.0154,0.000264209,0.0,47687,66.7928,0.464068,0.0
40150,23496,61.0154,0.000266734,0.0,46839,66.997,0.47871,4.27e-05
40151,23828,61.0154,0.000276258,0.0,47590,67.0288,0.475438,0.0
40152,23870,61.0154,0.000266989,0.0,47681,66.8424,0.470601,0.0
40153,23851,61.0154,0.000270893,0.0,47639,66.7722,0.484008,0.0
40154,23890,61.0154,0.000264015,0.0,47722,66.7641,0.476239,0.0
40155,23828,61.0154,0.000275479,0.0,47590,66.9455,0.470613,0.0
40156,23894,61.0154,0.000263803,0.0,47729,66.8133,0.48518,0.0
40157,22783,61.0154,0.000280956,0.0,45408,66.9118,0.484135,2.2e-05
40158,23511,61.0154,0.000264137,0.0,46872,66.8373,0.473447,2.13e-05
40159,23876,61.0154,0.000263609,0.0,47693,67.0536,0.476443,0.0
40160,20167,61.0154,0.000297088,0.0,40133,67.0184,0.479165,0.00204321
40161,20881,61.0154,0.000300574,0.0,41516,66.8637,0.481124,0.000361306
40162,23828,61.0154,0.000276776,0.0,47590,66.9425,0.46675,0.0
40163,23828,61.0154,0.000276238,0.0,47590,66.9931,0.470154,0.0
40164,2759,61.0163,0.00203524,0.0086988,4804,62.2695,0.413587,0.00978351
40165,2226,61.0165,0.00236195,0.0098832,4031,61.8305,0.404513,0.00893079
40166,2115,61.0166,0.00265322,0.00851064,3746,61.9123,0.402113,0.0125467
40167,2388,61.0164,0.00226305,0.0125628,4099,61.9396,0.395463,0.0121981
40168,1678,61.0169,0.00318734,0.00476758,3021,61.7852,0.398563,0.0129096
40169,3004,61.0162,0.00187196,0.0106525,5259,62.5793,0.41791,0.00893706
40170,2535,61.0164,0.00216985,0.0110454,4558,61.8377,0.406073,0.00877578
40171,2702,61.0163,0.00207782,0.00666173,4824,61.9001,0.405762,0.00912106
40172,2360,61.0164,0.00234073,0.0127119,4208,61.8215,0.400029,0.0106939
40173,2681,61.0163,0.00204448,0.0074599,4655,62.2789,0.407027,0.0103115
40174,2733,61.0163,0.00204898,0.00658617,4910,61.8258,0.400738,0.00875764
40175,2741,61.0163,0.00209104,0.00875593,4927,61.925,0.407853,0.00974224
40176,2506,61.0164,0.00219933,0.0115722,4388,61.8784,0.39553,0.0111668
40177,2623,61.0164,0.00219227,0.011056,4725,62.1704,0.412987,0.00910053
40178,1935,61.0167,0.00284569,0.0113695,3420,61.9478,0.405397,0.0137427
40179,2892,61.0162,0.00195333,0.0134855,5139,62.4921,0.417743,0.00856198
40180,2262,61.0165,0.00249462,0.0132626,4025,61.8353,0.406456,0.0109317
40181,2101,61.0165,0.00251921,0.0157068,3720,61.8572,0.400347,0.011828
40182,2218,61.0165,0.00248049,0.0103697,4020,61.8363,0.406643,0.00895522
40183,2595,61.0163,0.00212393,0.0104046,4685,61.8258,0.406821,0.00853789
40184,2633,61.0163,0.00208495,0.00835549,4704,61.9154,0.403999,0.0099915
40185,2053,61.0166,0.00269082,0.0141257,3694,62.2228,0.418395,0.0124526
40186,2324,61.0165,0.00236852,0.0107573,4181,61.8106,0.403912,0.0102846
40187,2220,61.0165,0.00252963,0.00945946,3912,61.9535,0.406138,0.0112474
