Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
13380,2206,71.0216,0.00288191,0.0126927,3946,72.0844,0.420337,0.00988343
13381,2330,71.0215,0.00265599,0.00944206,4183,72.1372,0.428634,0.0100406
13382,2549,71.0214,0.00241632,0.0121616,4492,72.3499,0.42357,0.00890472
13383,2071,71.0218,0.00314567,0.00965717,3710,72.0661,0.424608,0.0102426
13384,2061,71.0216,0.00274495,0.0111596,3639,72.1431,0.40984,0.0118164
13385,2257,71.0215,0.00268455,0.0128489,4051,72.0628,0.422769,0.0093804
13386,1882,71.0218,0.00327847,0.00850159,3289,72.1317,0.42412,0.0127698
13387,2440,71.0215,0.0025752,0.00778689,4348,72.3389,0.430468,0.00827967
13388,2425,71.0214,0.00245452,0.00948454,4354,72.4286,0.419059,0.00803859
13389,1960,71.0218,0.00313271,0.0112245,3363,72.0681,0.409567,0.014273
13390,2208,71.0217,0.00293848,0.0108696,3989,72.1145,0.429278,0.00827275
13391,2254,71.0216,0.00280737,0.014197,4066,72.0664,0.419573,0.00860797
13392,1799,71.0219,0.00346288,0.0116732,3233,72.1868,0.442177,0.0108259
13393,2288,71.0215,0.00265338,0.0113636,4062,72.2637,0.419657,0.00960118
13394,2543,71.0214,0.00243858,0.0110106,4589,72.4202,0.428464,0.00740902
13395,2307,71.0215,0.00250083,0.00953619,4032,73.1338,0.438553,0.00892857
13396,2158,71.0217,0.00295897,0.0115848,3785,72.211,0.422401,0.0116248
13397,2292,71.0216,0.00275304,0.0122164,4136,72.0529,0.417784,0.0094294
13398,1697,71.022,0.0035437,0.0147319,3013,72.0955,0.423989,0.0116163
13399,2025,71.0217,0.00302587,0.00740741,3609,72.0357,0.413638,0.0110834
13400,9953,1.01788,0.000667938,0.0,18189,40.9569,0.494444,0.010116
13401,10515,1.01786,0.000621227,0.0,19379,40.8048,0.48785,0.0069663
13402,11300,1.01783,0.000560391,0.0,20878,41.2319,0.475944,0.00656193
13403,11673,1.01782,0.00054296,0.0,21574,41.2176,0.479363,0.00653564
13404,11585,1.01783,0.000560209,0.0,21217,41.1203,0.484714,0.0083895
13405,11145,1.01785,0.000600611,0.0,20385,40.9448,0.484401,0.00794702
13406,11910,1.01783,0.000560784,0.0,22035,41.1182,0.4774,0.00612662
13407,11783,1.01782,0.000552438,0.0,21755,41.2042,0.47771,0.00799816
