Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
4460,19638,61.0175,0.000367352,0.0,39198,82.8464,0.481043,0.0
4461,19638,61.0175,0.000371016,0.0,39198,81.6829,0.541505,0.0
4462,19638,61.0175,0.000377354,0.0,39198,82.1131,0.496143,0.0
4463,19638,61.0175,0.000373148,0.0,39198,81.9588,0.527022,0.0
4464,19638,61.0175,0.000370395,0.0,39198,81.9957,0.521051,0.0
4465,19638,61.0175,0.000372118,0.0,39198,81.9777,0.511595,0.0
4466,19638,61.0175,0.000372259,0.0,39198,82.4479,0.520687,0.0
4467,19638,61.0175,0.000375935,0.0,39198,82.1316,0.535039,0.0
4468,19638,61.0175,0.000378894,0.0,39198,82.712,0.518893,0.0
4469,19638,61.0175,0.000386377,0.0,39198,81.7205,0.511152,0.0
4470,1567,61.0192,0.00384532,0.0255265,2635,61.8277,0.383714,0.0201139
4471,1648,61.0192,0.00379957,0.0151699,2829,61.9546,0.393678,0.019088
4472,1587,61.0192,0.00381639,0.0226843,2746,61.8567,0.394833,0.0203933
4473,1293,61.0196,0.00468303,0.0262954,2237,61.8122,0.390153,0.0219043
4474,1474,61.0194,0.00419942,0.0264586,2584,61.8217,0.39789,0.0193498
4475,1862,61.019,0.00338369,0.0150376,3152,61.8641,0.387144,0.0196701
4476,1761,61.019,0.00350635,0.0204429,2997,61.8495,0.384198,0.0216884
4477,1748,61.019,0.00353057,0.0177346,3048,61.8872,0.398931,0.0180446
4478,1727,61.019,0.00348077,0.0196873,3002,61.8344,0.394849,0.0173218
4479,1945,61.0189,0.00328072,0.0138817,3311,61.957,0.391922,0.0172153
4480,2104,61.0188,0.00299828,0.0228137,3515,62.0489,0.395541,0.0182077
4481,1401,61.0195,0.00451,0.0256959,2422,61.8569,0.399279,0.0206441
4482,1602,61.0192,0.00383866,0.0205993,2686,61.994,0.393852,0.0201042
4483,1484,61.0193,0.0040674,0.0202156,2520,61.8848,0.394123,0.0238095
4484,1507,61.0194,0.00428565,0.0218978,2591,61.7996,0.388575,0.0208414
4485,1772,61.0191,0.0035705,0.01693,3005,61.851,0.382494,0.0196339
4486,1695,61.0191,0.0036681,0.0171091,2882,61.8314,0.387403,0.0208189
4487,1919,61.0189,0.00321696,0.019802,3322,61.8873,0.398961,0.0183624
4488,1704,61.0191,0.003706,0.0199531,2896,61.8405,0.386359,0.0214088
4489,1740,61.0191,0.00354261,0.0224138,3064,61.9759,0.403109,0.0159922
4490,1614,61.0191,0.00364018,0.0223048,2821,61.8504,0.392095,0.0180787
4491,19682,71.0175,0.000379025,0.0,39292,79.6154,0.497448,0.0
4492,19682,71.0175,0.000382993,0.0,39292,79.7414,0.496077,0.0
4493,19682,71.0175,0.000370048,0.0,39292,79.2338,0.47964,0.0
4494,19682,71.0175,0.000382865,0.0,39292,79.9548,0.491828,0.0
4495,19682,71.0175,0.000381243,0.0,39292,79.7727,0.513891,0.0
4496,19682,71.0175,0.000370933,0.0,39292,79.64,0.475967,0.0
4497,19682,71.0175,0.000376083,0.0,39292,79.2333,0.481083,0.0
4498,19682,71.0175,0.000377549,0.0,39292,79.6051,0.48029,0.0
4499,19682,71.0175,0.000377045,0.0,39292,79.4357,0.505599,0.0
4500,19682,71.0175,0.000374405,0.0,39292,79.4699,0.496689,0.0
4501,19682,71.0175,0.000372214,0.0,39292,79.8087,0.514223,0.0
4502,19682,71.0175,0.000380996,0.0,39292,79.2811,0.518471,0.0
4503,19682,71.0175,0.000380675,0.0,39292,79.5372,0.485258,0.0
4504,19682,71.0175,0.000376791,0.0,39292,79.4178,0.49982,0.0
4505,19682,71.0175,0.000384738,0.0,39292,79.0084,0.504865,0.0
4506,19682,71.0175,0.000376111,0.0,39292,79.9729,0.462551,0.0
4507,19682,71.0175,0.000379773,0.0,39292,79.7931,0.500422,0.0
4508,19682,71.0175,0.000376442,0.0,39292,79.5733,0.475952,0.0
4509,19682,71.0175,0.000384777,0.0,39292,79.4511,0.493461,0.0
4510,19682,71.0175,0.000378084,0.0,39292,79.5266,0.485004,0.0
4511,19682,71.0175,0.000392023,0.0,39292,79.357,0.488679,0.0
4512,2086,71.0188,0.00299376,0.014861,3695,72.0822,0.421189,0.0113667
4513,2193,71.0187,0.00290015,0.0100319,3861,72.0194,0.412233,0.010878
4514,2127,71.0188,0.00299652,0.00846262,3832,71.9581,0.415266,0.00861169
4515,2342,71.0186,0.00259748,0.0089667,4082,72.0534,0.409224,0.011024
4516,1578,71.0191,0.00369863,0.0139417,2823,71.9398,0.411239,0.0127524
4517,2005,71.0188,0.00311074,0.0124688,3526,71.9307,0.402362,0.0110607
4518,2003,71.0188,0.00308287,0.0144783,3533,72.1382,0.42027,0.0104727
4519,2166,71.0187,0.00293638,0.0106187,3855,71.9293,0.409914,0.0108949
4520,1948,71.0188,0.00311351,0.0087269,3443,71.899,0.405922,0.0107464
4521,1970,71.0189,0.00314876,0.00659898,3531,71.9246,0.408306,0.0107618
4522,2466,71.0185,0.00246637,0.0101379,4491,71.9798,0.417362,0.00734803
4523,1732,71.019,0.00344824,0.00866051,3093,71.8883,0.407088,0.0113159
4524,2050,71.0188,0.0030033,0.00926829,3685,72.3223,0.426799,0.0100407
4525,2026,71.0189,0.00316429,0.00987167,3552,72.0446,0.409452,0.0121059
4526,3141,71.0183,0.00204838,0.00986947,5572,72.835,0.429862,0.00753769
4527,2277,71.0187,0.00280456,0.00922266,4102,71.9338,0.412501,0.00877621
4528,2112,71.0188,0.00295358,0.00852273,3755,72.0334,0.411782,0.0101198
4529,2313,71.0186,0.00269232,0.0125378,4186,71.9268,0.410938,0.00788342
4530,2364,71.0186,0.00270577,0.0105753,4244,72.0322,0.414799,0.00871819
4531,1640,71.0192,0.00390634,0.0121951,2843,71.9159,0.402841,0.0144214
4532,1828,71.019,0.00348793,0.00984683,3216,71.899,0.405128,0.0124378
4533,1291,71.0195,0.00440861,0.0147173,2149,71.8374,0.386576,0.0246626
4534,1581,71.019,0.00353178,0.0196078,2757,71.8505,0.396678,0.0174102
4535,1377,71.0192,0.00378166,0.0246914,2299,71.8701,0.387613,0.0239234
4536,1741,71.0189,0.00330818,0.0229753,3035,71.8816,0.401543,0.0171334
