Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
44600,7164,51.0173,0.000783278,0.0,13325,76.5282,0.596133,0.00555347
44601,8828,51.0173,0.000688242,0.0,16933,76.3454,0.556361,0.00643713
44602,6989,51.0173,0.000776391,0.0,13340,76.0388,0.569907,0.00449775
44603,9441,51.0172,0.000610597,0.0,18279,76.694,0.532126,0.00158652
44604,7507,51.0173,0.000767428,0.0,14484,75.5884,0.577265,0.00386634
44605,6263,51.0174,0.000934338,0.0,11835,76.3217,0.590924,0.00363329
44606,7658,51.0173,0.000751698,0.0,14855,75.8188,0.55714,0.0019522
44607,6867,51.0174,0.00083136,0.0,13018,76.5799,0.583357,0.00291904
44608,5232,51.0175,0.00103807,0.0,9924,76.7637,0.630655,0.00292221
44609,7933,51.0173,0.000719218,0.0,15154,75.8823,0.576252,0.00376138
44610,7751,51.0173,0.000751432,0.0,14766,75.892,0.567478,0.00392794
44611,6918,51.0173,0.000732162,0.0,13280,76.1772,0.571883,0.00203313
44612,10283,51.0172,0.000519726,0.0,19825,75.9227,0.535966,0.00665826
44613,6535,51.0173,0.000833337,0.0,12414,76.0675,0.583679,0.0028194
44614,6768,51.0174,0.000866798,0.0,12994,76.0822,0.574117,0.0022318
44615,11191,51.0172,0.000502022,0.0,21457,76.3969,0.526687,0.00330894
44616,7150,51.0174,0.00082026,0.0,13621,75.6693,0.588917,0.00602012
44617,5008,51.0175,0.00120797,0.0,9652,75.6799,0.634436,0.0124327
44618,8931,51.0173,0.000678509,0.0,17155,76.1221,0.550375,0.0014573
44619,6687,51.0174,0.000836144,0.0,12897,75.9837,0.582127,0.00224858
44620,8469,51.0173,0.000674566,0.0,16352,76.1202,0.553602,0.00262965
44621,9541,51.0173,0.000676255,0.0,18316,75.797,0.542757,0.00387639
44622,8424,51.0173,0.000652122,0.0,16186,76.394,0.546731,0.00172989
44623,7633,51.0173,0.000765259,0.0,14554,75.5797,0.585047,0.00432871
44624,8293,51.0173,0.000641814,0.0,15579,76.1688,0.559739,0.00455742
44625,7887,51.0173,0.00070255,0.0,14835,75.9991,0.56513,0.00633637
44626,6623,51.0173,0.00080052,0.0,12365,76.3006,0.59763,0.0107562
44627,7507,51.0173,0.000814926,0.0,14283,75.213,0.583289,0.00938178
44628,6151,51.0174,0.000889352,0.0,11645,76.4157,0.587855,0.00695578
44629,7713,51.0173,0.000780421,0.0,14751,75.0619,0.55778,0.00698258
44630,8692,51.0173,0.000628181,0.0,16717,76.4551,0.55251,0.00406772
44631,7888,51.0173,0.000710179,0.0,15264,76.7882,0.55555,0.00170335
44632,7147,51.0174,0.000861695,0.0,13853,76.1487,0.577561,0.00324839
44633,4458,51.0175,0.00121248,0.0,8362,75.2997,0.663789,0.0138723
44634,6997,51.0174,0.00083906,0.0,13264,75.8782,0.589655,0.00196019
44635,7253,51.0173,0.000806671,0.0,13803,75.9972,0.580427,0.00601319
44636,6986,51.0173,0.000780495,0.0,13460,76.2479,0.571738,0.00245171
44637,6275,51.0174,0.000908991,0.0,11890,75.9704,0.599102,0.00521447
44638,5166,51.0175,0.00120678,0.0,9883,75.041,0.627248,0.00839826
44639,8056,51.0173,0.000714636,0.0,15448,75.9271,0.552066,0.00245987
44640,4923,51.0175,0.00110179,0.0,9395,76.3034,0.638762,0.00926024
44641,6644,51.0174,0.000879828,0.0,12409,75.967,0.5944,0.0048352
44642,8105,51.0173,0.000725294,0.0,15631,76.2952,0.545005,0.00236709
44643,5409,51.0175,0.0011281,0.0,10221,75.5063,0.616695,0.00420702
44644,8340,51.0173,0.000685429,0.0,16045,76.0401,0.564326,0.00130882
44645,6599,51.0173,0.000803702,0.0,12422,76.1492,0.601144,0.00450813
44646,6750,51.0174,0.000887114,0.0,12679,76.5057,0.595108,0.0088335
44647,7238,51.0173,0.000777344,0.0,13908,75.8641,0.563629,0.00596779
44648,6466,51.0174,0.000860703,0.0,12313,75.967,0.585965,0.00373589
44649,8239,51.0173,0.00073154,0.0,15770,75.6055,0.565071,0.00259987
44650,11328,51.0172,0.00050797,0.0,21964,75.6874,0.53135,0.00223092
44651,10064,51.0172,0.000597516,0.0,19387,75.7164,0.542283,0.00113478
44652,8463,51.0173,0.000661293,0.0,16323,76.2415,0.539558,0.00336948
44653,9387,51.0172,0.000599446,0.0,18053,76.0901,0.545164,0.00121863
44654,2889,51.0179,0.00186131,0.00726895,5148,51.8932,0.400177,0.0120435
44655,3140,51.0179,0.0019215,0.0111465,5608,51.9912,0.40977,0.00945078
44656,3195,51.0179,0.0018908,0.00876369,5731,52.0337,0.408617,0.00872448
44657,2804,51.018,0.00219189,0.00820257,5016,51.9402,0.409359,0.0099681
44658,2562,51.0181,0.00239463,0.00819672,4441,52.4666,0.418357,0.0126098
44659,3263,51.0179,0.00193089,0.00735519,5809,52.0459,0.414073,0.00929592
44660,2922,51.018,0.00209974,0.0054757,5136,52.4067,0.413107,0.0112928
44661,2542,51.0181,0.00238918,0.0118017,4534,51.8992,0.401555,0.01191
44662,3123,51.018,0.00215154,0.00864553,5561,51.951,0.407338,0.00935084
44663,2601,51.0181,0.00238232,0.00922722,4636,51.9309,0.409047,0.0120794
44664,2877,51.0181,0.00225004,0.0128606,5141,51.9485,0.412314,0.0114764
44665,2726,51.0181,0.0022633,0.0106383,4873,52.13,0.413723,0.0102606
44666,2999,51.018,0.00211416,0.0106702,5399,51.9589,0.409368,0.00926097
