Unnamed: 0,TCPOutputPacket,TCPOutputDelay,TCPOutputJitter,TCPOutputPloss,TCPInputPacket,TCPInputDelay,TCPInputJitter,TCPInputPloss
57980,8444,31.017,0.000717622,0.0,15820,56.0453,0.532439,0.00689001
57981,6943,31.0171,0.000896736,0.0,13014,56.3634,0.549265,0.0047641
57982,7554,31.017,0.000836099,0.0,14112,55.9207,0.543175,0.00396825
57983,6758,31.0171,0.000933067,0.0,12571,56.0317,0.559046,0.00596611
57984,7099,31.0171,0.00090836,0.0,13318,55.9649,0.558308,0.00705812
57985,7423,31.017,0.000829419,0.0,13900,55.8816,0.546353,0.00338129
57986,9172,31.017,0.000667383,0.0,17188,55.8412,0.52566,0.00686525
57987,8462,31.017,0.00072955,0.0,15900,56.0417,0.530123,0.0045283
57988,7604,31.017,0.000836459,0.0,13971,55.9251,0.555748,0.00672822
57989,6612,31.0171,0.000909585,0.0,12250,56.1597,0.56341,0.0145306
57990,8535,31.017,0.00073488,0.0,16085,56.3006,0.524624,0.0101958
57991,7585,31.017,0.000811483,0.0,14347,55.8164,0.542907,0.00334565
57992,9967,31.0169,0.000631443,0.0,18909,56.0946,0.510936,0.00269713
57993,6088,31.0171,0.0010053,0.0,11251,55.6897,0.586753,0.0117323
57994,6932,31.0171,0.000883159,0.0,13008,56.1951,0.545548,0.00430504
57995,7527,31.017,0.000816537,0.0,13803,56.0198,0.555572,0.00688256
57996,7751,31.017,0.000782793,0.0,14501,55.9596,0.549509,0.00634439
57997,7393,31.017,0.00079126,0.0,13712,56.2734,0.537533,0.00619895
57998,7124,31.0171,0.000861088,0.0,13206,55.8437,0.55884,0.00545207
57999,7908,31.017,0.000775074,0.0,14782,56.4371,0.545166,0.00750913
58000,9029,31.017,0.000696827,0.0,16846,56.4024,0.520841,0.00670782
58001,7905,31.017,0.0007937,0.0,14895,55.9992,0.539613,0.00302115
58002,8666,31.017,0.000707865,0.0,16506,56.3897,0.521065,0.00321095
58003,8440,31.017,0.000710434,0.0,15644,55.8091,0.53141,0.00760675
58004,8868,31.017,0.000684511,0.0,16831,56.2949,0.531101,0.00433723
58005,7088,31.0171,0.000885549,0.0,13278,56.0409,0.560598,0.0066275
58006,7715,31.017,0.000799889,0.0,14490,56.0124,0.552086,0.00407177
58007,7305,31.0171,0.000862368,0.0,13828,56.1624,0.538665,0.00419439
58008,7297,31.017,0.000841371,0.0,13648,55.9805,0.541532,0.00864596
58009,8578,31.017,0.000715349,0.0,16035,55.8267,0.532103,0.0053009
58010,6288,31.0171,0.00101241,0.0,11782,56.143,0.569757,0.00602614
58011,5414,31.0172,0.00107477,0.0108977,9704,31.9679,0.405356,0.00906843
58012,4243,31.0172,0.00120238,0.00895593,7583,31.9636,0.397073,0.0106818
58013,5246,31.0171,0.000929244,0.00914983,9050,32.4857,0.398837,0.0109392
58014,5680,31.0171,0.000951651,0.0103873,10030,32.5684,0.40211,0.00907278
58015,5296,31.0171,0.00105047,0.00849698,9393,32.0253,0.400398,0.0095816
58016,5162,31.0172,0.00105036,0.0120108,9304,32.0873,0.406948,0.00978074
58017,5596,31.0171,0.000995151,0.0101858,9852,32.3784,0.403033,0.00994722
58018,5093,31.0172,0.00111339,0.0100137,9017,32.1427,0.401313,0.0116447
58019,5158,31.0172,0.00109705,0.00853044,9214,32.0063,0.400915,0.00987628
58020,5013,31.0172,0.0011534,0.00817874,9078,31.9481,0.405031,0.00947345
58021,4946,31.0172,0.00105383,0.00970481,8767,32.2232,0.404546,0.0100376
58022,4839,31.0172,0.00119921,0.00826617,8721,31.9436,0.404073,0.00997592
58023,5000,31.0172,0.00116472,0.0098,8915,32.0612,0.400667,0.00953449
58024,4220,31.0173,0.00133074,0.0120853,7382,31.932,0.39725,0.0123273
58025,4402,31.0173,0.0012549,0.00772376,7726,31.9256,0.391863,0.0120373
58026,4627,31.0172,0.00117343,0.0108061,8141,32.0953,0.399874,0.0108095
58027,5635,31.0171,0.000935322,0.00905058,9847,32.2445,0.396436,0.00995227
58028,4569,31.0172,0.00119701,0.00831692,8288,31.9369,0.401025,0.00953185
58029,4818,31.0172,0.00105178,0.0083022,8513,31.9885,0.398968,0.0113943
58030,4907,31.0172,0.00115395,0.00794783,8697,32.0649,0.405918,0.0100034
58031,5044,31.0172,0.00109067,0.00951626,8749,32.013,0.395813,0.0113156
58032,4826,31.0172,0.00106834,0.00870286,8565,32.2219,0.400561,0.0108581
58033,4564,31.0173,0.00127425,0.0127082,8226,31.9761,0.404846,0.0106978
58034,3987,31.0173,0.0013836,0.0112867,7215,31.9562,0.407545,0.0102564
58035,4299,31.0172,0.00124511,0.00883926,7644,32.0517,0.403052,0.012428
58036,4897,31.0172,0.00116404,0.0110272,8800,31.9906,0.401673,0.00920455
58037,5163,31.0171,0.00103864,0.0114275,9114,32.092,0.406881,0.0104235
58038,4850,31.0172,0.0011414,0.0107216,8546,31.9804,0.396334,0.0100632
58039,5566,31.0171,0.000906641,0.0095221,9883,32.1065,0.400938,0.00900536
58040,4527,31.0173,0.0012603,0.00971946,8139,31.9309,0.402264,0.0106893
58041,4880,31.0172,0.00112473,0.00963115,8666,32.1894,0.407482,0.010847
58042,5227,31.0172,0.00105724,0.00880046,9350,32.4085,0.4089,0.00941176
58043,5340,31.0171,0.00100939,0.00842697,9305,32.5238,0.401822,0.0107469
58044,5466,31.0171,0.000974699,0.00878156,9588,32.2909,0.398613,0.0102211
58045,4940,31.0172,0.00113889,0.00931174,8904,31.9715,0.404595,0.00999551
58046,4501,31.0172,0.00114373,0.0104421,8036,31.9021,0.396195,0.0099552
58047,6043,31.0171,0.00090263,0.0102598,10878,32.0324,0.404362,0.00845744
58048,5120,31.0172,0.00111581,0.0113281,9118,32.0323,0.401728,0.00976091
58049,5026,31.0172,0.00113228,0.00935137,8993,31.9423,0.40034,0.0102302
58050,4723,31.0172,0.00118949,0.00973957,8435,31.97,0.399879,0.0104327
58051,4944,31.0171,0.0010309,0.00788835,8658,32.5271,0.397428,0.0123585
58052,5036,31.0172,0.00108104,0.00893566,8899,32.5618,0.404841,0.0106754
58053,4407,31.0172,0.00122688,0.0117994,7887,32.0456,0.402478,0.0116648
58054,5436,31.0171,0.000945292,0.0093819,9723,32.3879,0.410768,0.00977065
58055,5434,31.0171,0.00102914,0.00920132,9724,32.3879,0.407645,0.00956397
58056,4465,31.0172,0.00122894,0.0114222,7997,32.0239,0.404679,0.0103789
58057,4606,31.0172,0.00114091,0.0121581,8150,32.0663,0.403509,0.011411
58058,5779,31.0171,0.000992223,0.0112476,10453,32.165,0.408382,0.00765331
58059,5420,31.0172,0.00106936,0.00756458,9639,31.9781,0.395956,0.0096483
58060,4946,31.0172,0.00107484,0.009907,8817,32.0474,0.400272,0.0108881
58061,5075,31.0172,0.00106579,0.008867,9162,32.0601,0.404291,0.00960489
58062,5803,31.0171,0.000993725,0.00947786,10281,32.1608,0.408713,0.00894855
58063,5341,31.0171,0.000969757,0.009736,9373,32.386,0.401699,0.0108823
58064,4931,31.0172,0.00108444,0.00811194,8616,32.3657,0.405502,0.0114903
58065,5232,31.0171,0.00103278,0.00936544,9362,32.0901,0.403432,0.0101474
